Route_ID,Route_Name,Action_Taken,New_Route_ID,Route_KM,OSRM_Duration_S,Cycle_Time_Min,Sharp_Turns,Junction_Penalty_Min,Fleet_Required,Total_Minibuses_Existing,Headway_Min,Population_Served,HV_POI_Count,Residential_Score,Commercial_Score,Composite_Demand_Score,Old_Wait_Time,New_Wait_Time,Overlap_Metric,Geo_Source,Fleet_Imputed,View_Map
R0445,KUNJWANI ↔ KOTLI MIAN FATHEY,UPGRADED_TO_TRUNK,TRK-004,8.861,864.0,40.0,6,3.0,8,2.0,5,34307,0,3871.68,0.0,3871.68,20,5,0.0341,OSRM,True,"<a href=""route_maps/TRK-004.html"">View Map</a>"
R0455,KUNJWANI ↔ BISHNAH,MERGED_INTO_TRUNK,TRK-003,19.743,1958.1,92.3,15,7.5,19,3.0,5,45183,0,2288.56,0.0,2288.56,31,5,0.0257,OSRM,True,"<a href=""route_maps/TRK-003.html"">View Map</a>"
R0456,KUNJWANI ↔ BISHNAH,MERGED_INTO_TRUNK,TRK-003,19.743,1958.1,92.3,15,7.5,19,3.0,5,45183,0,2288.56,0.0,2288.56,31,5,0.0257,OSRM,True,"<a href=""route_maps/TRK-003.html"">View Map</a>"
R0457,KUNJWANI ↔ KOTLI MIAN FATHE,MERGED_INTO_TRUNK,TRK-004,8.861,864.0,40.0,6,3.0,8,2.0,5,34307,0,3871.68,0.0,3871.68,20,5,0.0341,OSRM,True,"<a href=""route_maps/TRK-004.html"">View Map</a>"
R0459,KUNJWANI ↔ NARWAL,RETAINED_AS_FEEDER,FDR-093,10.368,618.7,34.1,9,4.5,3,2.0,15,77866,4,7510.22,385.8,7896.02,18,15,0.056,OSRM,True,"<a href=""route_maps/FDR-093.html"">View Map</a>"
R0461,KUNJWANI ↔ KOTLI MIAN FATEH,MERGED_INTO_TRUNK,TRK-004,8.861,864.0,40.0,6,3.0,8,2.0,5,34307,0,3871.68,0.0,3871.68,20,5,0.0341,OSRM,True,"<a href=""route_maps/TRK-004.html"">View Map</a>"
R0466,MAHESHPURA ↔ MAKWAL CAMP,RETAINED_AS_FEEDER,FDR-339,55.822,3682.8,151.5,9,4.5,11,8.0,15,82014,4,1469.21,58.22,1527.43,19,15,0.0659,OSRM,True,"<a href=""route_maps/FDR-339.html"">View Map</a>"
R0471,MAHESHPURA ↔ GHOU MANHASAN,RETAINED_AS_FEEDER,FDR-183,13.254,1132.7,48.0,4,2.0,4,2.0,15,76279,1,5755.17,75.45,5830.62,24,15,0.0754,OSRM,True,"<a href=""route_maps/FDR-183.html"">View Map</a>"
R0472,MAHESHPURA ↔ HIRA CHAK,RETAINED_AS_FEEDER,FDR-207,20.796,1086.1,45.1,3,1.5,4,3.0,15,114129,2,5488.03,96.17,5584.2,16,15,0.1059,OSRM,True,"<a href=""route_maps/FDR-207.html"">View Map</a>"
R0473,MAHESHPURA ↔ RATHUA GHOU,RETAINED_AS_FEEDER,FDR-252,25.839,1259.3,50.6,2,1.0,4,4.0,15,116565,2,4511.2,77.4,4588.6,13,15,0.0851,OSRM,True,"<a href=""route_maps/FDR-252.html"">View Map</a>"
R0475,MAHESHPURA ↔ GAJANSOO MARH,RETAINED_AS_FEEDER,FDR-011,3.867,269.9,12.6,2,1.0,1,1.0,15,41103,1,10629.17,258.6,10887.77,13,15,0.1256,OSRM,True,"<a href=""route_maps/FDR-011.html"">View Map</a>"
R0477,MAHESHPURA ↔ MARH,RETAINED_AS_FEEDER,FDR-235,14.604,1090.4,48.7,6,3.0,4,2.0,15,73198,0,5012.19,0.0,5012.19,25,15,0.0627,OSRM,True,"<a href=""route_maps/FDR-235.html"">View Map</a>"
R0478,MAHESHPURA ↔ BAGGA JANA,RETAINED_AS_FEEDER,FDR-199,20.941,1500.8,62.1,4,2.0,5,3.0,15,112205,8,5358.15,310.4,5668.55,21,15,0.1166,OSRM,True,"<a href=""route_maps/FDR-199.html"">View Map</a>"
R0480,MAHESHPURA ↔ JHIRI KALYANPUR,RETAINED_AS_FEEDER,FDR-185,21.173,1336.6,59.3,7,3.5,4,3.0,15,120084,2,5671.56,94.46,5766.02,20,15,0.1075,OSRM,True,"<a href=""route_maps/FDR-185.html"">View Map</a>"
R0481,MAHESHPURA ↔ MARJALI,RETAINED_AS_FEEDER,FDR-190,21.281,1256.3,49.3,1,0.5,4,3.0,15,119946,2,5636.3,93.98,5730.28,17,15,0.1007,OSRM,True,"<a href=""route_maps/FDR-190.html"">View Map</a>"
R0482,MAHESHPURA ↔ HIRA CHAK GAIDLA,RETAINED_AS_FEEDER,FDR-208,20.796,1086.1,45.1,3,1.5,4,3.0,15,114129,2,5488.03,96.17,5584.2,16,15,0.1059,OSRM,True,"<a href=""route_maps/FDR-208.html"">View Map</a>"
R0488,MAHESHPURA ↔ SUNJWAN,RETAINED_AS_FEEDER,FDR-135,10.922,940.1,38.3,2,1.0,3,2.0,15,71025,5,6502.93,251.79,6754.72,20,15,0.0958,OSRM,True,"<a href=""route_maps/FDR-135.html"">View Map</a>"
R0489,MAHESHPURA ↔ GHO MANHASAN,RETAINED_AS_FEEDER,FDR-285,23.058,2291.9,97.1,8,4.0,7,4.0,15,82508,1,3578.28,43.37,3621.65,25,15,0.0525,OSRM,True,"<a href=""route_maps/FDR-285.html"">View Map</a>"
R0491,MAHESHPURA ↔ JHIRI KANA CHAK,RETAINED_AS_FEEDER,FDR-189,21.343,1264.2,50.8,2,1.0,4,3.0,15,120308,2,5636.88,93.71,5730.59,17,15,0.1032,OSRM,True,"<a href=""route_maps/FDR-189.html"">View Map</a>"
R0493,MAHESHPURA ↔ KARLOOP FLOORA,RETAINED_AS_FEEDER,FDR-232,14.899,1041.5,41.1,1,0.5,3,2.0,15,74486,1,4999.4,67.12,5066.52,21,15,0.0598,OSRM,True,"<a href=""route_maps/FDR-232.html"">View Map</a>"
R0500,MAHESH PURA ↔ MARH KARLOOP,RETAINED_AS_FEEDER,FDR-233,14.899,1041.5,41.1,1,0.5,3,2.0,15,74486,1,4999.4,67.12,5066.52,21,15,0.0598,OSRM,True,"<a href=""route_maps/FDR-233.html"">View Map</a>"
R0502,MAHESHPURA ↔ RAJPURA SUA NO 1,RETAINED_AS_FEEDER,FDR-086,3.118,292.2,20.4,8,4.0,2,1.0,15,20239,6,6491.02,1683.77,8174.79,21,15,0.1751,OSRM,True,"<a href=""route_maps/FDR-086.html"">View Map</a>"
R0507,MAHESHPURA CHOWK ↔ MAKWAL,RETAINED_AS_FEEDER,FDR-349,39.45,2768.1,113.0,6,3.0,8,6.0,15,41853,8,1060.91,183.78,1244.69,19,15,0.0457,OSRM,True,"<a href=""route_maps/FDR-349.html"">View Map</a>"
R0508,MAHESHPURA CHOWK ↔ MISHRIWALA,RETAINED_AS_FEEDER,FDR-127,16.916,921.6,43.4,7,3.5,3,3.0,15,111267,7,6577.62,413.81,6991.43,15,15,0.14,OSRM,True,"<a href=""route_maps/FDR-127.html"">View Map</a>"
R0514,MAHESPURA ↔ LAHORI CHACK GHOU MANHASAN,RETAINED_AS_FEEDER,FDR-184,13.254,1132.7,48.0,4,2.0,4,2.0,15,76279,1,5755.17,75.45,5830.62,24,15,0.0754,OSRM,True,"<a href=""route_maps/FDR-184.html"">View Map</a>"
R0521,MUTHI ↔ BAHUFORT,RETAINED_AS_FEEDER,FDR-099,13.768,878.5,39.4,5,2.5,3,2.0,15,96722,10,7025.13,562.9,7588.03,20,15,0.1573,OSRM,True,"<a href=""route_maps/FDR-099.html"">View Map</a>"
R0522,MUTHI CAMP ↔ BAHU FORT,RETAINED_AS_FEEDER,FDR-090,13.752,1035.1,48.9,8,4.0,4,2.0,15,103302,9,7511.78,490.84,8002.62,25,15,0.1659,OSRM,True,"<a href=""route_maps/FDR-090.html"">View Map</a>"
R0523,MUTHI GAON ↔ BAHU FORT,RETAINED_AS_FEEDER,FDR-100,13.768,878.5,39.4,5,2.5,3,2.0,15,96722,10,7025.13,562.9,7588.03,20,15,0.1573,OSRM,True,"<a href=""route_maps/FDR-100.html"">View Map</a>"
R0525,MUTHI MIGRANT CAMP PHASE II ↔ BAHUFORT,RETAINED_AS_FEEDER,FDR-170,20.972,1323.9,64.5,12,6.0,5,3.0,15,121863,10,5810.75,369.54,6180.29,22,15,0.1921,OSRM,True,"<a href=""route_maps/FDR-170.html"">View Map</a>"
R0529,NAGROTA ↔ BAMYAL,RETAINED_AS_FEEDER,FDR-357,19.481,2556.2,102.6,4,2.0,7,3.0,15,10911,0,560.08,0.0,560.08,35,15,0.0101,OSRM,True,"<a href=""route_maps/FDR-357.html"">View Map</a>"
R0532,NAGROTA ↔ JAGTI KERLI,RETAINED_AS_FEEDER,FDR-343,5.458,643.4,31.6,6,3.0,3,1.0,15,7973,0,1460.79,0.0,1460.79,32,15,0.026,OSRM,True,"<a href=""route_maps/FDR-343.html"">View Map</a>"
R0533,NAGROTA ↔ JAGTI MIGRANT CAMP,RETAINED_AS_FEEDER,FDR-344,5.458,643.4,31.6,6,3.0,3,1.0,15,7973,0,1460.79,0.0,1460.79,32,15,0.026,OSRM,True,"<a href=""route_maps/FDR-344.html"">View Map</a>"
R0534,NAGROTA ↔ KARLI PANJGHARIAN,RETAINED_AS_FEEDER,FDR-300,5.056,382.1,20.4,5,2.5,2,1.0,15,13777,1,2724.88,197.78,2922.66,21,15,0.0076,OSRM,True,"<a href=""route_maps/FDR-300.html"">View Map</a>"
R0538,NAGROTA ↔ JAGTI JARI,RETAINED_AS_FEEDER,FDR-345,5.458,643.4,31.6,6,3.0,3,1.0,15,7973,0,1460.79,0.0,1460.79,32,15,0.026,OSRM,True,"<a href=""route_maps/FDR-345.html"">View Map</a>"
R0541,NARWAL ↔ HIRA CHACK GADLA,RETAINED_AS_FEEDER,FDR-215,23.9,1314.6,57.3,6,3.0,4,4.0,15,128694,4,5384.69,73.22,5457.91,15,15,0.0902,OSRM,True,"<a href=""route_maps/FDR-215.html"">View Map</a>"
R0543,NARWAL ↔ HIRACHAK GARDLA,RETAINED_AS_FEEDER,FDR-005,9.277,891.6,43.4,8,4.0,3,2.0,15,32994,1,3556.54,107.79,3664.33,22,15,0.0184,OSRM,True,"<a href=""route_maps/FDR-005.html"">View Map</a>"
R0544,NARWAL ↔ HALQA MARH CHAFFER CHAK,RETAINED_AS_FEEDER,FDR-214,18.884,1255.2,53.9,5,2.5,4,3.0,15,100840,6,5339.97,198.58,5538.55,18,15,0.0668,OSRM,True,"<a href=""route_maps/FDR-214.html"">View Map</a>"
R0546,NARWAL ↔ GHO MANHASAN,RETAINED_AS_FEEDER,FDR-176,17.252,1397.5,60.5,6,3.0,5,3.0,15,101456,5,5880.83,159.4,6040.23,21,15,0.0797,OSRM,True,"<a href=""route_maps/FDR-176.html"">View Map</a>"
R0548,NARWAL ↔ BATEHRA,RETAINED_AS_FEEDER,FDR-200,24.553,1281.3,53.7,4,2.0,4,4.0,15,136908,4,5576.02,71.27,5647.29,14,15,0.0864,OSRM,True,"<a href=""route_maps/FDR-200.html"">View Map</a>"
R0549,NARWAL ↔ SIDHRA,RETAINED_AS_FEEDER,FDR-303,53.914,5033.8,205.6,11,5.5,14,8.0,15,147322,4,2732.54,32.46,2765.0,26,15,0.04,OSRM,True,"<a href=""route_maps/FDR-303.html"">View Map</a>"
R0552,NARWAL ↔ LALYAL,RETAINED_AS_FEEDER,FDR-292,16.81,1562.0,66.8,6,3.0,5,3.0,15,53861,1,3204.1,59.49,3263.59,23,15,0.0814,OSRM,True,"<a href=""route_maps/FDR-292.html"">View Map</a>"
R0554,NARWAL ↔ SHOA JANDIAL,RETAINED_AS_FEEDER,FDR-245,28.439,1821.9,76.7,6,3.0,6,4.0,15,126475,12,4447.24,342.84,4790.08,20,15,0.0851,OSRM,True,"<a href=""route_maps/FDR-245.html"">View Map</a>"
R0558,NARWAL ↔ KUNJWANI,RETAINED_AS_FEEDER,FDR-031,7.39,401.6,18.8,3,1.5,2,1.0,15,66918,4,9055.21,541.27,9596.48,19,15,0.043,OSRM,True,"<a href=""route_maps/FDR-031.html"">View Map</a>"
R0561,NARWAL ↔ MISHRIWALA SHAMACHAK,RETAINED_AS_FEEDER,FDR-143,18.972,1029.1,46.3,6,3.0,4,3.0,15,123062,4,6486.51,92.24,6578.75,16,15,0.1077,OSRM,True,"<a href=""route_maps/FDR-143.html"">View Map</a>"
R0566,NARWAL ↔ GAJANSOO DEOSA NAPU,RETAINED_AS_FEEDER,FDR-249,23.015,1661.2,68.3,4,2.0,5,4.0,15,103817,5,4510.84,119.49,4630.33,18,15,0.0554,OSRM,True,"<a href=""route_maps/FDR-249.html"">View Map</a>"
R0568,NARWAL ↔ GASHI LADORE,RETAINED_AS_FEEDER,FDR-157,19.089,1184.6,52.3,6,3.0,4,3.0,15,118310,4,6197.81,91.68,6289.49,18,15,0.1011,OSRM,True,"<a href=""route_maps/FDR-157.html"">View Map</a>"
R0571,NARWAL ↔ GAJANSOO SAHARAN,RETAINED_AS_FEEDER,FDR-244,26.21,2085.4,97.2,15,7.5,7,4.0,15,122828,5,4686.3,104.92,4791.22,25,15,0.0564,OSRM,True,"<a href=""route_maps/FDR-244.html"">View Map</a>"
R0572,NARWAL BALA ↔ SERI PANDITA,RETAINED_AS_FEEDER,FDR-179,22.273,1518.1,69.7,10,5.0,5,3.0,15,121538,11,5456.74,460.2,5916.94,24,15,0.1142,OSRM,True,"<a href=""route_maps/FDR-179.html"">View Map</a>"
R0577,NARWAL MANDI ↔ MAKWAL,RETAINED_AS_FEEDER,FDR-353,47.291,3163.8,131.6,9,4.5,9,7.0,15,49700,2,1050.94,42.29,1093.23,19,15,0.038,OSRM,True,"<a href=""route_maps/FDR-353.html"">View Map</a>"
R0579,NARWAL PAIN ↔ HAKKAL PLATTA,RETAINED_AS_FEEDER,FDR-219,7.697,692.6,34.6,7,3.5,3,2.0,15,40457,1,5256.2,129.92,5386.12,18,15,0.0909,OSRM,True,"<a href=""route_maps/FDR-219.html"">View Map</a>"
R0580,NARWAL PAIN ↔ HAKKAL PLATTA,RETAINED_AS_FEEDER,FDR-220,7.697,692.6,34.6,7,3.5,3,2.0,15,40457,1,5256.2,129.92,5386.12,18,15,0.0909,OSRM,True,"<a href=""route_maps/FDR-220.html"">View Map</a>"
R0582,NARWAL PAIN CDA ROAD ↔ KOTLI JEEVAN NAGAR,RETAINED_AS_FEEDER,FDR-240,7.318,614.4,40.8,15,7.5,3,1.0,15,34663,1,4736.68,136.65,4873.33,41,15,0.0832,OSRM,True,"<a href=""route_maps/FDR-240.html"">View Map</a>"
R0583,NEW HIGH COURT JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-169,32.634,2686.6,121.4,16,8.0,9,5.0,15,188615,15,5779.71,413.68,6193.39,25,15,0.1589,OSRM,True,"<a href=""route_maps/FDR-169.html"">View Map</a>"
R0584,NEW HIGH COURT JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-251,26.736,1872.3,89.0,15,7.5,6,4.0,15,114270,10,4274.01,345.98,4619.99,23,15,0.1466,OSRM,True,"<a href=""route_maps/FDR-251.html"">View Map</a>"
R0587,NEW HIGH COURT JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-262,49.712,3791.2,171.8,23,11.5,12,7.0,15,206833,15,4160.63,271.56,4432.19,25,15,0.1571,OSRM,True,"<a href=""route_maps/FDR-262.html"">View Map</a>"
R0588,NEW HIGH COURT JANIPUR ↔ BADORI,RETAINED_AS_FEEDER,FDR-101,25.207,1640.2,70.9,7,3.5,5,4.0,15,175764,16,6972.83,575.24,7548.07,18,15,0.1646,OSRM,True,"<a href=""route_maps/FDR-101.html"">View Map</a>"
R0592,OLD JANIPUR LAKKAR MANDI ↔ KARWAL MALKAY CHAK,RETAINED_AS_FEEDER,FDR-288,21.898,2410.2,98.1,5,2.5,7,3.0,15,70711,7,3229.11,285.41,3514.52,33,15,0.1155,OSRM,True,"<a href=""route_maps/FDR-288.html"">View Map</a>"
R0593,PAJJTHIRTHI ↔ NARI KHEPAR,RETAINED_AS_FEEDER,FDR-173,20.71,1396.5,59.3,5,2.5,4,3.0,15,119737,8,5781.6,313.86,6095.46,20,15,0.1001,OSRM,True,"<a href=""route_maps/FDR-173.html"">View Map</a>"
R0594,PAJJTHIRTHI ↔ NARI KHEPAR,RETAINED_AS_FEEDER,FDR-255,24.276,1803.3,81.8,11,5.5,6,4.0,15,105967,5,4365.09,175.07,4540.16,21,15,0.0941,OSRM,True,"<a href=""route_maps/FDR-255.html"">View Map</a>"
R0599,PALOURA ↔ SMAILPUR SAJADPUR MARH,RETAINED_AS_FEEDER,FDR-091,22.725,1459.1,66.3,9,4.5,5,4.0,15,171597,10,7551.02,374.04,7925.06,17,15,0.1225,OSRM,True,"<a href=""route_maps/FDR-091.html"">View Map</a>"
R0600,PALOURA ↔ CHATHA GURJAN BLOCK MARH,RETAINED_AS_FEEDER,FDR-063,10.103,690.0,35.6,8,4.0,3,2.0,15,84281,5,8342.18,346.43,8688.61,18,15,0.1192,OSRM,True,"<a href=""route_maps/FDR-063.html"">View Map</a>"
R0605,PALOURA ↔ CHIRI KANA CHAK,RETAINED_AS_FEEDER,FDR-256,17.32,1218.6,53.6,6,3.0,4,3.0,15,78063,0,4507.1,0.0,4507.1,18,15,0.0611,OSRM,True,"<a href=""route_maps/FDR-256.html"">View Map</a>"
R0608,PALOURA ↔ JASWAN,RETAINED_AS_FEEDER,FDR-295,15.761,1408.6,66.6,11,5.5,5,3.0,15,46818,1,2970.5,63.45,3033.95,23,15,0.0329,OSRM,True,"<a href=""route_maps/FDR-295.html"">View Map</a>"
R0610,PALOURA ↔ PARWAHA SAHZADPUR,RETAINED_AS_FEEDER,FDR-213,37.3,2414.0,100.6,7,3.5,7,5.0,15,198938,10,5333.46,227.88,5561.34,21,15,0.0753,OSRM,True,"<a href=""route_maps/FDR-213.html"">View Map</a>"
R0611,PALOURA ↔ SUNDWAN,RETAINED_AS_FEEDER,FDR-120,14.643,1285.4,56.2,6,3.0,4,2.0,15,102315,5,6987.3,187.8,7175.1,29,15,0.0763,OSRM,True,"<a href=""route_maps/FDR-120.html"">View Map</a>"
R0612,PALOURA ↔ HALKA MARH,RETAINED_AS_FEEDER,FDR-282,12.119,945.0,46.6,9,4.5,4,2.0,15,44394,1,3663.17,82.52,3745.69,24,15,0.0397,OSRM,True,"<a href=""route_maps/FDR-282.html"">View Map</a>"
R0614,PALOURA ↔ AKALPUR PATNYAL,RETAINED_AS_FEEDER,FDR-258,8.835,777.7,39.0,8,4.0,3,2.0,15,39530,0,4474.25,0.0,4474.25,20,15,0.0422,OSRM,True,"<a href=""route_maps/FDR-258.html"">View Map</a>"
R0615,PALOURA ↔ SAHZATPUR,RETAINED_AS_FEEDER,FDR-253,54.466,3694.4,158.9,15,7.5,11,8.0,15,241040,10,4425.51,156.06,4581.57,20,15,0.0703,OSRM,True,"<a href=""route_maps/FDR-253.html"">View Map</a>"
R0617,PALOURA TO ↔ RAIPUR SUNDWAN,RETAINED_AS_FEEDER,FDR-228,10.204,1074.5,50.4,8,4.0,4,2.0,15,52210,1,5116.62,98.0,5214.62,26,15,0.047,OSRM,True,"<a href=""route_maps/FDR-228.html"">View Map</a>"
R0619,PANJHIRTHI ↔ TRIKUTA NAGAR,RETAINED_AS_FEEDER,FDR-039,7.193,543.9,31.2,9,4.5,3,1.0,15,63204,5,8786.88,590.85,9377.73,32,15,0.1188,OSRM,True,"<a href=""route_maps/FDR-039.html"">View Map</a>"
R0626,PANJTHIRTHI ↔ NH GREATER KAILASH,RETAINED_AS_FEEDER,FDR-048,13.167,768.5,31.8,2,1.0,3,2.0,15,115565,5,8776.87,265.82,9042.69,16,15,0.1718,OSRM,True,"<a href=""route_maps/FDR-048.html"">View Map</a>"
R0628,PANJTHIRTHI ↔ MUTHI BARNAI BANTALAB,RETAINED_AS_FEEDER,FDR-082,7.93,551.3,28.0,6,3.0,2,2.0,15,59778,6,7538.21,756.62,8294.83,14,15,0.1722,OSRM,True,"<a href=""route_maps/FDR-082.html"">View Map</a>"
R0629,PANJTHIRTHI ↔ TALABTILLO,RETAINED_AS_FEEDER,FDR-022,4.997,365.0,16.3,2,1.0,2,1.0,15,42934,7,8591.96,1400.84,9992.8,17,15,0.2014,OSRM,True,"<a href=""route_maps/FDR-022.html"">View Map</a>"
R0630,PANJTHIRTHI ↔ TALABTILLO,RETAINED_AS_FEEDER,FDR-023,4.997,365.0,16.3,2,1.0,2,1.0,15,42934,7,8591.96,1400.84,9992.8,17,15,0.2014,OSRM,True,"<a href=""route_maps/FDR-023.html"">View Map</a>"
R0635,PANJTHIRTHI ↔ TALABTILLO,RETAINED_AS_FEEDER,FDR-055,5.126,383.1,18.1,3,1.5,2,1.0,15,45124,0,8802.97,0.0,8802.97,19,15,0.1126,OSRM,True,"<a href=""route_maps/FDR-055.html"">View Map</a>"
R0644,PANJTHIRTHI ↔ JAGTI,RETAINED_AS_FEEDER,FDR-352,14.748,1262.3,63.3,13,6.5,5,2.0,15,16108,1,1092.22,16.95,1109.17,32,15,0.0353,OSRM,True,"<a href=""route_maps/FDR-352.html"">View Map</a>"
R0646,PANJTHIRTHI ↔ SATWARI GANGYAL,RETAINED_AS_FEEDER,FDR-134,8.018,652.3,28.5,3,1.5,2,2.0,15,53490,3,6671.24,93.54,6764.78,15,15,0.0708,OSRM,True,"<a href=""route_maps/FDR-134.html"">View Map</a>"
R0650,PANJTHIRTHI(CIRCULAR RD NAKA) ↔ RANGOORA,RETAINED_AS_FEEDER,FDR-272,9.719,577.2,25.6,3,1.5,2,2.0,15,37819,3,3891.24,77.17,3968.41,13,15,0.0566,OSRM,True,"<a href=""route_maps/FDR-272.html"">View Map</a>"
R0652,PANJTHIRTHI KOOPER ↔ BAJALTA,RETAINED_AS_FEEDER,FDR-330,10.309,683.0,30.8,4,2.0,3,2.0,15,18031,1,1749.05,24.25,1773.3,16,15,0.0372,OSRM,True,"<a href=""route_maps/FDR-330.html"">View Map</a>"
R0654,PANJTIRTHI ↔ GOLE GUJRAL,RETAINED_AS_FEEDER,FDR-030,7.146,584.8,28.2,5,2.5,2,1.0,15,61708,7,8635.32,979.57,9614.89,29,15,0.15,OSRM,True,"<a href=""route_maps/FDR-030.html"">View Map</a>"
R0656,PANJTIRTHI ↔ TALAB TILLO,RETAINED_AS_FEEDER,FDR-097,9.225,753.2,38.1,8,4.0,3,2.0,15,63636,8,6898.21,867.21,7765.42,20,15,0.1414,OSRM,True,"<a href=""route_maps/FDR-097.html"">View Map</a>"
R0663,PANJTIRTHI ↔ TALAB TILLO BOHRI GOLE PULLI,RETAINED_AS_FEEDER,FDR-040,4.516,403.6,20.1,4,2.0,2,1.0,15,41567,0,9204.38,0.0,9204.38,21,15,0.1097,OSRM,True,"<a href=""route_maps/FDR-040.html"">View Map</a>"
R0665,PANJTIRTHI ↔ GOLE PULLI TALAB TILLO BOHRI,RETAINED_AS_FEEDER,FDR-041,4.516,403.6,20.1,4,2.0,2,1.0,15,41567,0,9204.38,0.0,9204.38,21,15,0.1097,OSRM,True,"<a href=""route_maps/FDR-041.html"">View Map</a>"
R0669,PANJTIRTHI ↔ KUNJWANI TALAB,RETAINED_AS_FEEDER,FDR-132,20.375,1449.7,65.9,9,4.5,5,3.0,15,136263,3,6687.75,110.43,6798.18,22,15,0.1364,OSRM,True,"<a href=""route_maps/FDR-132.html"">View Map</a>"
R0671,PANJTIRTHI ↔ KHANA CHARGAL,RETAINED_AS_FEEDER,FDR-069,18.834,1160.7,47.9,3,1.5,4,3.0,15,152309,10,8086.92,451.31,8538.23,16,15,0.1515,OSRM,True,"<a href=""route_maps/FDR-069.html"">View Map</a>"
R0674,PANJTIRTHI ↔ CHHIBA BAMYAL,RETAINED_AS_FEEDER,FDR-356,25.933,2816.6,110.3,2,1.0,8,4.0,15,18731,1,722.28,9.64,731.92,28,15,0.0195,OSRM,True,"<a href=""route_maps/FDR-356.html"">View Map</a>"
R0679,PANJTIRTHI ↔ JAGTI CAMP,RETAINED_AS_FEEDER,FDR-318,16.445,1294.9,58.8,8,4.0,4,3.0,15,32272,2,1962.42,76.01,2038.43,20,15,0.0286,OSRM,True,"<a href=""route_maps/FDR-318.html"">View Map</a>"
R0682,PANJTIRTHI ↔ FAWARA CHOWK GREATER KAILASH,RETAINED_AS_FEEDER,FDR-053,18.094,1238.7,65.9,16,8.0,5,3.0,15,152868,9,8448.55,414.5,8863.05,22,15,0.1233,OSRM,True,"<a href=""route_maps/FDR-053.html"">View Map</a>"
R0683,PANJTIRTHI ↔ CHALNI,RETAINED_AS_FEEDER,FDR-350,17.776,1340.4,54.8,3,1.5,4,3.0,15,21659,1,1218.44,14.06,1232.5,19,15,0.0312,OSRM,True,"<a href=""route_maps/FDR-350.html"">View Map</a>"
R0688,PANJTIRTHI ↔ JAGTI CAMP,RETAINED_AS_FEEDER,FDR-346,11.91,903.8,39.2,4,2.0,3,2.0,15,15705,1,1318.64,20.99,1339.63,20,15,0.0375,OSRM,True,"<a href=""route_maps/FDR-346.html"">View Map</a>"
R0689,PANJTIRTHI ↔ TALAB TILLO BOHRI,RETAINED_AS_FEEDER,FDR-006,8.015,552.1,24.6,3,1.5,2,2.0,15,63332,6,7901.68,374.3,8275.98,13,15,0.0785,OSRM,True,"<a href=""route_maps/FDR-006.html"">View Map</a>"
R0690,PANJTIRTHI ↔ DIGIANA PULLI,RETAINED_AS_FEEDER,FDR-037,9.329,688.1,28.7,2,1.0,2,2.0,15,84472,6,9054.78,401.97,9456.75,15,15,0.1069,OSRM,True,"<a href=""route_maps/FDR-037.html"">View Map</a>"
R0692,PANJTIRTHI ↔ RAGHOORA,RETAINED_AS_FEEDER,FDR-273,9.719,577.2,25.6,3,1.5,2,2.0,15,37819,3,3891.24,77.17,3968.41,13,15,0.0566,OSRM,True,"<a href=""route_maps/FDR-273.html"">View Map</a>"
R0693,PANJTIRTHI ↔ FAWARA CHOWK GREATER KAILASH,RETAINED_AS_FEEDER,FDR-050,13.285,813.9,38.1,6,3.0,3,2.0,15,116510,5,8770.04,263.46,9033.5,20,15,0.1707,OSRM,True,"<a href=""route_maps/FDR-050.html"">View Map</a>"
R0695,PANJTIRTHI ↔ FAWARA CHOWK GREATER KAILASH,RETAINED_AS_FEEDER,FDR-089,14.771,1036.4,54.7,13,6.5,4,2.0,15,114901,7,7778.82,321.58,8100.4,28,15,0.0579,OSRM,True,"<a href=""route_maps/FDR-089.html"">View Map</a>"
R0697,PANJTIRTHI ↔ KUNJWANI TALAB,RETAINED_AS_FEEDER,FDR-133,20.375,1449.7,65.9,9,4.5,5,3.0,15,136263,3,6687.75,110.43,6798.18,22,15,0.1364,OSRM,True,"<a href=""route_maps/FDR-133.html"">View Map</a>"
R0698,PANJTIRTHI ↔ PATTA BOHRI,RETAINED_AS_FEEDER,FDR-019,7.102,542.3,26.5,5,2.5,2,1.0,15,64866,7,9133.48,985.64,10119.12,27,15,0.1629,OSRM,True,"<a href=""route_maps/FDR-019.html"">View Map</a>"
R0700,PANJTIRTHI ↔ CHANNI HIMMAT,RETAINED_AS_FEEDER,FDR-171,10.645,793.2,46.5,14,7.0,4,2.0,15,62582,5,5879.0,258.34,6137.34,24,15,0.0762,OSRM,True,"<a href=""route_maps/FDR-171.html"">View Map</a>"
R0702,PANJTIRTHI ↔ GOLE PULLI TALAB TILLO BOHRI,RETAINED_AS_FEEDER,FDR-024,4.997,365.0,16.3,2,1.0,2,1.0,15,42934,7,8591.96,1400.84,9992.8,17,15,0.2014,OSRM,True,"<a href=""route_maps/FDR-024.html"">View Map</a>"
