Old_Route_ID,Old_Name,Action_Taken,New_Route_ID,Residential_Score,Commercial_Score,Composite_Demand_Score,Overlap_Metric,Population_Served,Old_Wait_Time,New_Wait_Time,Fleet_Required,Route_KM,HV_POI_Count,Sharp_Turns,Junction_Penalty_Min,OSRM_Duration_S,Cycle_Time_Min,Geo_Source,Fleet_Imputed,Reasoning_String
R0183,BAKSHI NAGAR PULLI NEAR JIC ↔ LALYAL,RETAINED_AS_FEEDER,FDR-293,3152.57,83.24,3235.81,0.0933,47339,21,15,5,15.016,2,5,2.5,1460.9,61.8,OSRM,True,"Route R0183 (BAKSHI NAGAR PULLI NEAR JIC ↔ LALYAL) retained as Feeder FDR-293. Distinct catchment of 47,339 residents across 15.0 km (overlap 9.3%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 21 min currently). Residential score 3152.6/km | Commercial score 83.2/km."
R0184,BANTALAB ↔ TRIKUTA NAGAR,RETAINED_AS_FEEDER,FDR-032,8647.77,895.7,9543.47,0.2014,108616,21,15,3,12.56,12,8,4.0,821.1,40.7,OSRM,True,"Route R0184 (BANTALAB ↔ TRIKUTA NAGAR) retained as Feeder FDR-032. Distinct catchment of 108,616 residents across 12.6 km (overlap 20.1%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 21 min currently). Residential score 8647.8/km | Commercial score 895.7/km."
R0186,BANTALAB ↔ SMAILPUR,RETAINED_AS_FEEDER,FDR-073,7776.31,604.15,8380.46,0.1795,199509,17,15,5,25.656,17,6,3.0,1562.0,66.8,OSRM,True,"Route R0186 (BANTALAB ↔ SMAILPUR) retained as Feeder FDR-073. Distinct catchment of 199,509 residents across 25.7 km (overlap 17.9%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 17 min currently). Residential score 7776.3/km | Commercial score 604.1/km."
R0187,BANTALAB ↔ SMAILPUR,RETAINED_AS_FEEDER,FDR-074,7776.31,604.15,8380.46,0.1795,199509,17,15,5,25.656,17,6,3.0,1562.0,66.8,OSRM,True,"Route R0187 (BANTALAB ↔ SMAILPUR) retained as Feeder FDR-074. Distinct catchment of 199,509 residents across 25.7 km (overlap 17.9%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 17 min currently). Residential score 7776.3/km | Commercial score 604.1/km."
R0190,BAN TALAB ↔ SMAILPUR,RETAINED_AS_FEEDER,FDR-075,7776.31,604.15,8380.46,0.1795,199509,17,15,5,25.656,17,6,3.0,1562.0,66.8,OSRM,True,"Route R0190 (BAN TALAB ↔ SMAILPUR) retained as Feeder FDR-075. Distinct catchment of 199,509 residents across 25.7 km (overlap 17.9%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 17 min currently). Residential score 7776.3/km | Commercial score 604.1/km."
R0192,BANTALAB NARTHANI ↔ BAJWAN TRIKUTA COLLEGE,RETAINED_AS_FEEDER,FDR-003,5601.25,0.0,5601.25,0.0608,44950,12,15,2,8.025,0,2,1.0,532.0,22.7,OSRM,True,"Route R0192 (BANTALAB NARTHANI ↔ BAJWAN TRIKUTA COLLEGE) retained as Feeder FDR-003. Distinct catchment of 44,950 residents across 8.0 km (overlap 6.1%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 2 minibuses targets 15-min headway (from 12 min currently). Residential score 5601.2/km | Commercial score 0.0/km."
R0194,BAWA TALAB ↔ GHO MANHASA,RETAINED_AS_FEEDER,FDR-267,4115.23,0.0,4115.23,0.0424,54675,32,15,5,13.286,0,12,6.0,1265.6,62.3,OSRM,True,"Route R0194 (BAWA TALAB ↔ GHO MANHASA) retained as Feeder FDR-267. Distinct catchment of 54,675 residents across 13.3 km (overlap 4.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 32 min currently). Residential score 4115.2/km | Commercial score 0.0/km."
R0195,BAWA TALAB ↔ MARH,MERGED_INTO_TRUNK,TRK-001,3221.49,0.0,3221.49,0.0275,37888,22,5,9,11.761,0,6,3.0,957.5,43.6,OSRM,True,"Route R0195 (BAWA TALAB ↔ MARH) merged into Trunk TRK-001. Spatial overlap 2.8%; low independent demand (37,888 residents). Transfer penalty check confirmed merging improves or matches direct service (wait: 22 → 5 min via Trunk). Redundant operations eliminated."
R0196,BAWA TALAB ↔ HALQA MARH,RETAINED_AS_FEEDER,FDR-329,1775.13,0.0,1775.13,0.0114,28766,13,15,3,16.205,0,3,1.5,864.7,36.6,OSRM,True,"Route R0196 (BAWA TALAB ↔ HALQA MARH) retained as Feeder FDR-329. Distinct catchment of 28,766 residents across 16.2 km (overlap 1.1%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 13 min currently). Residential score 1775.1/km | Commercial score 0.0/km."
R0199,B C ROAD ↔ KATTAL BATTAL,UPGRADED_TO_TRUNK,TRK-002,2605.35,204.96,2810.31,0.0376,41313,20,5,12,15.857,4,8,4.0,1282.6,58.4,OSRM,True,"Route R0199 (B C ROAD ↔ KATTAL BATTAL) upgraded to Trunk TRK-002. Highest Gravity Score in cluster: residential 2605.3/km + commercial 205.0/km. Serves ~41,313 residents across 15.9 km. OSRM cycle time includes 8 sharp turns adding 4 min penalty. Fleet of 12 minibuses reduces wait from 20 to 5 min."
R0200,BIKRAM CHOWK ↔ PURMANDAL,RETAINED_AS_FEEDER,FDR-004,2712.42,131.18,2843.6,0.0165,82707,8,15,7,30.492,4,4,2.0,2495.7,100.3,OSRM,False,"Route R0200 (BIKRAM CHOWK ↔ PURMANDAL) retained as Feeder FDR-004. Distinct catchment of 82,707 residents across 30.5 km (overlap 1.7%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 7 minibuses targets 15-min headway (from 8 min currently). Residential score 2712.4/km | Commercial score 131.2/km."
R0201,BIKRAM CHOWK ↔ CAMP GOLE GOJRAL,UPGRADED_TO_TRUNK,TRK-006,8684.41,375.5,9059.91,0.1189,52037,19,5,4,5.992,3,2,1.0,420.1,18.4,OSRM,True,"Route R0201 (BIKRAM CHOWK ↔ CAMP GOLE GOJRAL) upgraded to Trunk TRK-006. Highest Gravity Score in cluster: residential 8684.4/km + commercial 375.5/km. Serves ~52,037 residents across 6.0 km. OSRM cycle time includes 2 sharp turns adding 1 min penalty. Fleet of 4 minibuses reduces wait from 19 to 5 min."
R0202,BIKRAM CHOWK WARE HOUSE BRIDGE ↔ RAIPUR,RETAINED_AS_FEEDER,FDR-305,2629.91,40.42,2670.33,0.0738,16266,31,15,3,6.185,1,3,1.5,708.5,30.6,OSRM,True,"Route R0202 (BIKRAM CHOWK WARE HOUSE BRIDGE ↔ RAIPUR) retained as Feeder FDR-305. Distinct catchment of 16,266 residents across 6.2 km (overlap 7.4%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 31 min currently). Residential score 2629.9/km | Commercial score 40.4/km."
R0203,BIKRAM CHOWK WARE HOUSE BRIDGE ↔ RAIPUR,RETAINED_AS_FEEDER,FDR-312,2302.27,27.8,2330.07,0.0603,20702,27,15,4,8.992,1,10,5.0,1084.5,53.1,OSRM,True,"Route R0203 (BIKRAM CHOWK WARE HOUSE BRIDGE ↔ RAIPUR) retained as Feeder FDR-312. Distinct catchment of 20,702 residents across 9.0 km (overlap 6.0%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 27 min currently). Residential score 2302.3/km | Commercial score 27.8/km."
R0205,B S F CAMPUS ↔ GHO MANHASA,RETAINED_AS_FEEDER,FDR-296,2981.61,0.0,2981.61,0.0415,25293,17,15,3,8.483,0,2,1.0,804.5,33.1,OSRM,True,"Route R0205 (B S F CAMPUS ↔ GHO MANHASA) retained as Feeder FDR-296. Distinct catchment of 25,293 residents across 8.5 km (overlap 4.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 17 min currently). Residential score 2981.6/km | Commercial score 0.0/km."
R0206,B S F CAMPUS PALOURA ↔ KARLOOP,RETAINED_AS_FEEDER,FDR-289,3513.03,0.0,3513.03,0.039,44078,23,15,4,12.547,0,6,3.0,1001.6,45.3,OSRM,True,"Route R0206 (B S F CAMPUS PALOURA ↔ KARLOOP) retained as Feeder FDR-289. Distinct catchment of 44,078 residents across 12.5 km (overlap 3.9%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 23 min currently). Residential score 3513.0/km | Commercial score 0.0/km."
R0207,B S F PALOURA ↔ PATNYAL,RETAINED_AS_FEEDER,FDR-257,4474.25,0.0,4474.25,0.0422,39530,20,15,3,8.835,0,8,4.0,777.7,39.0,OSRM,True,"Route R0207 (B S F PALOURA ↔ PATNYAL) retained as Feeder FDR-257. Distinct catchment of 39,530 residents across 8.8 km (overlap 4.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 20 min currently). Residential score 4474.2/km | Commercial score 0.0/km."
R0208,BSF PALOURA ↔ LAHORI CHACK,RETAINED_AS_FEEDER,FDR-286,3539.59,0.0,3539.59,0.0434,61603,28,15,6,17.404,0,11,5.5,1858.8,83.9,OSRM,True,"Route R0208 (BSF PALOURA ↔ LAHORI CHACK) retained as Feeder FDR-286. Distinct catchment of 61,603 residents across 17.4 km (overlap 4.3%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 6 minibuses targets 15-min headway (from 28 min currently). Residential score 3539.6/km | Commercial score 0.0/km."
R0209,BSF PALOURA ↔ MARH HALQA,RETAINED_AS_FEEDER,FDR-283,3601.16,79.78,3680.94,0.0386,45137,23,15,4,12.534,1,8,4.0,950.5,45.6,OSRM,True,"Route R0209 (BSF PALOURA ↔ MARH HALQA) retained as Feeder FDR-283. Distinct catchment of 45,137 residents across 12.5 km (overlap 3.9%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 23 min currently). Residential score 3601.2/km | Commercial score 79.8/km."
R0210,BSF PALOURA ↔ ROOPNAGAR,RETAINED_AS_FEEDER,FDR-052,8434.89,440.38,8875.27,0.1599,124499,28,15,4,14.76,8,11,5.5,1118.5,55.5,OSRM,True,"Route R0210 (BSF PALOURA ↔ ROOPNAGAR) retained as Feeder FDR-052. Distinct catchment of 124,499 residents across 14.8 km (overlap 16.0%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 28 min currently). Residential score 8434.9/km | Commercial score 440.4/km."
R0211,BUS STAND K C ↔ BANTALAB UPPER THATHAR,RETAINED_AS_FEEDER,FDR-148,6378.26,0.0,6378.26,0.0501,47467,26,15,2,7.442,0,4,2.0,555.6,25.9,OSRM,True,"Route R0211 (BUS STAND K C ↔ BANTALAB UPPER THATHAR) retained as Feeder FDR-148. Distinct catchment of 47,467 residents across 7.4 km (overlap 5.0%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 2 minibuses targets 15-min headway (from 26 min currently). Residential score 6378.3/km | Commercial score 0.0/km."
R0212,BUS STAND MAHESHPURA ↔ GHO MANHASAN LAHORI CHAK,RETAINED_AS_FEEDER,FDR-182,5755.17,75.45,5830.62,0.0754,76279,24,15,4,13.254,1,4,2.0,1132.7,48.0,OSRM,True,"Route R0212 (BUS STAND MAHESHPURA ↔ GHO MANHASAN LAHORI CHAK) retained as Feeder FDR-182. Distinct catchment of 76,279 residents across 13.3 km (overlap 7.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 24 min currently). Residential score 5755.2/km | Commercial score 75.5/km."
R0214,BUS STAND ROOP NAGAR ↔ BARI BRAHMANA IND COMPLEX,RETAINED_AS_FEEDER,FDR-057,8138.43,600.91,8739.34,0.2055,182838,24,15,5,22.466,15,9,4.5,1575.8,70.8,OSRM,True,"Route R0214 (BUS STAND ROOP NAGAR ↔ BARI BRAHMANA IND COMPLEX) retained as Feeder FDR-057. Distinct catchment of 182,838 residents across 22.5 km (overlap 20.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 24 min currently). Residential score 8138.4/km | Commercial score 600.9/km."
R0215,CANAL HEAD ↔ GHO MANHASAN,RETAINED_AS_FEEDER,FDR-192,5551.16,160.62,5711.78,0.0565,69123,23,15,4,12.452,2,4,2.0,1076.5,45.9,OSRM,True,"Route R0215 (CANAL HEAD ↔ GHO MANHASAN) retained as Feeder FDR-192. Distinct catchment of 69,123 residents across 12.5 km (overlap 5.7%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 23 min currently). Residential score 5551.2/km | Commercial score 160.6/km."
R0216,CHANNI HIMMAT ↔ RAIPUR,RETAINED_AS_FEEDER,FDR-230,4920.25,166.49,5086.74,0.0698,59107,23,15,3,12.013,2,5,2.5,1013.9,44.6,OSRM,True,"Route R0216 (CHANNI HIMMAT ↔ RAIPUR) retained as Feeder FDR-230. Distinct catchment of 59,107 residents across 12.0 km (overlap 7.0%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 23 min currently). Residential score 4920.2/km | Commercial score 166.5/km."
R0217,CHANNI HIMMAT ↔ RAIPUR KHERI,RETAINED_AS_FEEDER,FDR-201,5149.55,476.84,5626.39,0.1393,86394,21,15,5,16.777,11,8,4.0,1367.3,61.6,OSRM,True,"Route R0217 (CHANNI HIMMAT ↔ RAIPUR KHERI) retained as Feeder FDR-201. Distinct catchment of 86,394 residents across 16.8 km (overlap 13.9%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 21 min currently). Residential score 5149.6/km | Commercial score 476.8/km."
R0219,GANESHU CHACK ↔ M H HOSPITAL SATWARI CANT,RETAINED_AS_FEEDER,FDR-313,2312.74,0.0,2312.74,0.0415,9584,19,15,2,4.144,0,1,0.5,452.8,18.5,OSRM,True,"Route R0219 (GANESHU CHACK ↔ M H HOSPITAL SATWARI CANT) retained as Feeder FDR-313. Distinct catchment of 9,584 residents across 4.1 km (overlap 4.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 2 minibuses targets 15-min headway (from 19 min currently). Residential score 2312.7/km | Commercial score 0.0/km."
R0222,HIGH COURT JANIPUR GRID STAION ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-250,4274.01,345.98,4619.99,0.1466,114270,23,15,6,26.736,10,15,7.5,1872.3,89.0,OSRM,True,"Route R0222 (HIGH COURT JANIPUR GRID STAION ↔ BISHNAH) retained as Feeder FDR-250. Distinct catchment of 114,270 residents across 26.7 km (overlap 14.7%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 6 minibuses targets 15-min headway (from 23 min currently). Residential score 4274.0/km | Commercial score 346.0/km."
R0225,INDIRA CHOWK ↔ JAGTI MIGRANT CAMP,RETAINED_AS_FEEDER,FDR-274,3518.01,399.0,3917.01,0.0649,61720,18,15,4,17.544,7,5,2.5,1230.2,52.9,OSRM,True,"Route R0225 (INDIRA CHOWK ↔ JAGTI MIGRANT CAMP) retained as Feeder FDR-274. Distinct catchment of 61,720 residents across 17.5 km (overlap 6.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 18 min currently). Residential score 3518.0/km | Commercial score 399.0/km."
R0233,JAMMU BUS STAND ↔ MATHWAR,RETAINED_AS_FEEDER,FDR-336,1614.17,62.02,1676.19,0.0203,78076,20,15,10,48.369,6,6,3.0,3397.6,137.1,OSRM,True,"Route R0233 (JAMMU BUS STAND ↔ MATHWAR) retained as Feeder FDR-336. Distinct catchment of 78,076 residents across 48.4 km (overlap 2.0%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 10 minibuses targets 15-min headway (from 20 min currently). Residential score 1614.2/km | Commercial score 62.0/km."
R0234,JAMMU RAILWAY STATION ↔ KATRA,RETAINED_AS_FEEDER,FDR-324,1755.76,111.22,1866.98,0.0222,78930,16,15,7,44.955,8,2,1.0,2439.0,95.8,OSRM,True,"Route R0234 (JAMMU RAILWAY STATION ↔ KATRA) retained as Feeder FDR-324. Distinct catchment of 78,930 residents across 45.0 km (overlap 2.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 7 minibuses targets 15-min headway (from 16 min currently). Residential score 1755.8/km | Commercial score 111.2/km."
R0235,JAMMU RAILWAY STATION ↔ KATRA,RETAINED_AS_FEEDER,FDR-325,1755.76,111.22,1866.98,0.0222,78930,16,15,7,44.955,8,2,1.0,2439.0,95.8,OSRM,True,"Route R0235 (JAMMU RAILWAY STATION ↔ KATRA) retained as Feeder FDR-325. Distinct catchment of 78,930 residents across 45.0 km (overlap 2.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 7 minibuses targets 15-min headway (from 16 min currently). Residential score 1755.8/km | Commercial score 111.2/km."
R0236,JAMMU RAILWAY STATION ↔ KATRA,RETAINED_AS_FEEDER,FDR-326,1755.76,111.22,1866.98,0.0222,78930,16,15,7,44.955,8,2,1.0,2439.0,95.8,OSRM,True,"Route R0236 (JAMMU RAILWAY STATION ↔ KATRA) retained as Feeder FDR-326. Distinct catchment of 78,930 residents across 45.0 km (overlap 2.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 7 minibuses targets 15-min headway (from 16 min currently). Residential score 1755.8/km | Commercial score 111.2/km."
R0237,JANIPUR ↔ BAHUFORT,RETAINED_AS_FEEDER,FDR-065,7800.94,810.91,8611.85,0.2144,64935,16,15,3,8.324,9,5,2.5,641.2,30.3,OSRM,True,"Route R0237 (JANIPUR ↔ BAHUFORT) retained as Feeder FDR-065. Distinct catchment of 64,935 residents across 8.3 km (overlap 21.4%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 16 min currently). Residential score 7800.9/km | Commercial score 810.9/km."
R0238,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-153,5836.2,499.0,6335.2,0.1696,134501,15,15,4,23.046,13,7,3.5,1333.7,59.2,OSRM,True,"Route R0238 (JANIPUR ↔ BISHNAH) retained as Feeder FDR-153. Distinct catchment of 134,501 residents across 23.0 km (overlap 17.0%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 15 min currently). Residential score 5836.2/km | Commercial score 499.0/km."
R0239,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-150,5936.79,415.26,6352.05,0.1676,193005,23,15,8,32.51,15,14,7.0,2554.8,114.0,OSRM,True,"Route R0239 (JANIPUR ↔ BISHNAH) retained as Feeder FDR-150. Distinct catchment of 193,005 residents across 32.5 km (overlap 16.8%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 8 minibuses targets 15-min headway (from 23 min currently). Residential score 5936.8/km | Commercial score 415.3/km."
R0247,JANIPUR ↔ TOP MANASA,RETAINED_AS_FEEDER,FDR-271,3685.18,297.63,3982.81,0.1455,77385,30,15,6,20.999,7,9,4.5,2013.4,87.5,OSRM,True,"Route R0247 (JANIPUR ↔ TOP MANASA) retained as Feeder FDR-271. Distinct catchment of 77,385 residents across 21.0 km (overlap 14.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 6 minibuses targets 15-min headway (from 30 min currently). Residential score 3685.2/km | Commercial score 297.6/km."
R0248,JANIPUR ↔ CHATHA,RETAINED_AS_FEEDER,FDR-028,8799.41,894.08,9693.49,0.3107,83656,13,15,2,9.507,10,4,2.0,552.6,25.8,OSRM,True,"Route R0248 (JANIPUR ↔ CHATHA) retained as Feeder FDR-028. Distinct catchment of 83,656 residents across 9.5 km (overlap 31.1%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 2 minibuses targets 15-min headway (from 13 min currently). Residential score 8799.4/km | Commercial score 894.1/km."
R0249,JANIPUR ↔ MISHRIWALA,RETAINED_AS_FEEDER,FDR-275,3694.85,159.02,3853.87,0.1344,168452,23,15,11,45.591,8,14,7.0,3687.4,157.5,OSRM,True,"Route R0249 (JANIPUR ↔ MISHRIWALA) retained as Feeder FDR-275. Distinct catchment of 168,452 residents across 45.6 km (overlap 13.4%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 11 minibuses targets 15-min headway (from 23 min currently). Residential score 3694.8/km | Commercial score 159.0/km."
R0251,JANIPUR ↔ TRIKUTA NAGAR,RETAINED_AS_FEEDER,FDR-026,8603.21,1239.07,9842.28,0.2547,88527,20,15,3,10.29,15,11,5.5,697.0,39.4,OSRM,True,"Route R0251 (JANIPUR ↔ TRIKUTA NAGAR) retained as Feeder FDR-026. Distinct catchment of 88,527 residents across 10.3 km (overlap 25.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 20 min currently). Residential score 8603.2/km | Commercial score 1239.1/km."
R0253,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-137,6205.06,521.35,6726.41,0.1807,124970,22,15,5,20.14,12,6,3.0,1511.5,64.8,OSRM,True,"Route R0253 (JANIPUR ↔ BISHNAH) retained as Feeder FDR-137. Distinct catchment of 124,970 residents across 20.1 km (overlap 18.1%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 22 min currently). Residential score 6205.1/km | Commercial score 521.4/km."
R0256,JANIPUR ↔ SUNJWAN,RETAINED_AS_FEEDER,FDR-111,6865.28,510.55,7375.83,0.1743,110936,21,15,5,16.159,9,7,3.5,1383.5,61.1,OSRM,True,"Route R0256 (JANIPUR ↔ SUNJWAN) retained as Feeder FDR-111. Distinct catchment of 110,936 residents across 16.2 km (overlap 17.4%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 21 min currently). Residential score 6865.3/km | Commercial score 510.6/km."
R0257,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-241,4515.03,347.59,4862.62,0.156,120154,21,15,6,26.612,10,13,6.5,1740.5,81.7,OSRM,True,"Route R0257 (JANIPUR ↔ BISHNAH) retained as Feeder FDR-241. Distinct catchment of 120,154 residents across 26.6 km (overlap 15.6%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 6 minibuses targets 15-min headway (from 21 min currently). Residential score 4515.0/km | Commercial score 347.6/km."
R0261,JANIPUR ↔ BARI BRAHMANA IND  COMPLEX,RETAINED_AS_FEEDER,FDR-121,6735.15,427.13,7162.28,0.185,193164,24,15,7,28.68,13,11,5.5,2078.0,92.3,OSRM,True,"Route R0261 (JANIPUR ↔ BARI BRAHMANA IND  COMPLEX) retained as Feeder FDR-121. Distinct catchment of 193,164 residents across 28.7 km (overlap 18.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 7 minibuses targets 15-min headway (from 24 min currently). Residential score 6735.1/km | Commercial score 427.1/km."
R0262,JANIPUR ↔ KOTLI MIAN FETHY,RETAINED_AS_FEEDER,FDR-222,4943.9,416.02,5359.92,0.1383,124779,23,15,7,25.239,12,10,5.0,2083.1,91.4,OSRM,True,"Route R0262 (JANIPUR ↔ KOTLI MIAN FETHY) retained as Feeder FDR-222. Distinct catchment of 124,779 residents across 25.2 km (overlap 13.8%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 7 minibuses targets 15-min headway (from 23 min currently). Residential score 4943.9/km | Commercial score 416.0/km."
R0263,JANIPUR ↔ CHATHA,RETAINED_AS_FEEDER,FDR-138,6278.4,409.17,6687.57,0.2128,111247,19,15,4,17.719,8,8,4.0,1211.1,55.6,OSRM,True,"Route R0263 (JANIPUR ↔ CHATHA) retained as Feeder FDR-138. Distinct catchment of 111,247 residents across 17.7 km (overlap 21.3%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 19 min currently). Residential score 6278.4/km | Commercial score 409.2/km."
R0264,JANIPUR ↔ CHANNI HIMMAT,RETAINED_AS_FEEDER,FDR-068,7863.79,709.82,8573.61,0.1793,96937,19,15,3,12.327,11,8,4.0,744.7,37.7,OSRM,True,"Route R0264 (JANIPUR ↔ CHANNI HIMMAT) retained as Feeder FDR-068. Distinct catchment of 96,937 residents across 12.3 km (overlap 17.9%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 19 min currently). Residential score 7863.8/km | Commercial score 709.8/km."
R0265,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-151,5936.79,415.26,6352.05,0.1676,193005,23,15,8,32.51,15,14,7.0,2554.8,114.0,OSRM,True,"Route R0265 (JANIPUR ↔ BISHNAH) retained as Feeder FDR-151. Distinct catchment of 193,005 residents across 32.5 km (overlap 16.8%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 8 minibuses targets 15-min headway (from 23 min currently). Residential score 5936.8/km | Commercial score 415.3/km."
R0266,JANIPUR ↔ SANGRAMPUR,RETAINED_AS_FEEDER,FDR-098,7218.61,449.98,7668.59,0.147,96253,22,15,3,13.334,6,7,3.5,914.2,43.1,OSRM,True,"Route R0266 (JANIPUR ↔ SANGRAMPUR) retained as Feeder FDR-098. Distinct catchment of 96,253 residents across 13.3 km (overlap 14.7%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 22 min currently). Residential score 7218.6/km | Commercial score 450.0/km."
R0268,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-166,5722.04,493.9,6215.94,0.1624,133232,16,15,5,23.284,13,9,4.5,1396.5,63.9,OSRM,True,"Route R0268 (JANIPUR ↔ BISHNAH) retained as Feeder FDR-166. Distinct catchment of 133,232 residents across 23.3 km (overlap 16.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 16 min currently). Residential score 5722.0/km | Commercial score 493.9/km."
R0271,JANIPUR ↔ BAHUFORT,RETAINED_AS_FEEDER,FDR-064,7863.53,808.77,8672.3,0.2344,65629,13,15,2,8.346,9,2,1.0,585.0,24.7,OSRM,True,"Route R0271 (JANIPUR ↔ BAHUFORT) retained as Feeder FDR-064. Distinct catchment of 65,629 residents across 8.3 km (overlap 23.4%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 2 minibuses targets 15-min headway (from 13 min currently). Residential score 7863.5/km | Commercial score 808.8/km."
