Old_Route_ID,Old_Name,Action_Taken,New_Route_ID,Residential_Score,Commercial_Score,Composite_Demand_Score,Overlap_Metric,Population_Served,Old_Wait_Time,New_Wait_Time,Fleet_Required,Route_KM,HV_POI_Count,Sharp_Turns,Junction_Penalty_Min,OSRM_Duration_S,Cycle_Time_Min,Geo_Source,Fleet_Imputed,Reasoning_String
R0373,JANIPUR ↔ SIMBAL CAMP,RETAINED_AS_FEEDER,FDR-209,5178.1,394.98,5573.08,0.168,121266,20,15,6,23.419,10,12,6.0,1647.8,77.0,OSRM,True,"Route R0373 (JANIPUR ↔ SIMBAL CAMP) retained as Feeder FDR-209. Distinct catchment of 121,266 residents across 23.4 km (overlap 16.8%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 6 minibuses targets 15-min headway (from 20 min currently). Residential score 5178.1/km | Commercial score 395.0/km."
R0377,JANIPUR COLONEY ↔ SMAILPUR,RETAINED_AS_FEEDER,FDR-083,7658.43,580.25,8238.68,0.1918,178181,18,15,5,23.266,15,10,5.0,1509.4,69.4,OSRM,True,"Route R0377 (JANIPUR COLONEY ↔ SMAILPUR) retained as Feeder FDR-083. Distinct catchment of 178,181 residents across 23.3 km (overlap 19.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 18 min currently). Residential score 7658.4/km | Commercial score 580.2/km."
R0379,JANIPUR COLONY ↔ CHATTA,RETAINED_AS_FEEDER,FDR-180,5506.81,374.95,5881.76,0.1891,91793,20,15,4,16.669,7,10,5.0,1248.8,59.4,OSRM,True,"Route R0379 (JANIPUR COLONY ↔ CHATTA) retained as Feeder FDR-180. Distinct catchment of 91,793 residents across 16.7 km (overlap 18.9%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 20 min currently). Residential score 5506.8/km | Commercial score 374.9/km."
R0380,JANIPUR COLONY ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-149,5957.95,404.08,6362.03,0.1642,199049,25,15,9,33.409,15,17,8.5,2679.7,122.3,OSRM,True,"Route R0380 (JANIPUR COLONY ↔ BISHNAH) retained as Feeder FDR-149. Distinct catchment of 199,049 residents across 33.4 km (overlap 16.4%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 9 minibuses targets 15-min headway (from 25 min currently). Residential score 5957.9/km | Commercial score 404.1/km."
R0386,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,FDR-167,5863.09,340.82,6203.91,0.1582,210737,27,15,9,35.943,13,19,9.5,2860.1,131.5,OSRM,True,"Route R0386 (JANIPUR COLONY ↔ BARI BRAHMANA) retained as Feeder FDR-167. Distinct catchment of 210,737 residents across 35.9 km (overlap 15.8%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 9 minibuses targets 15-min headway (from 27 min currently). Residential score 5863.1/km | Commercial score 340.8/km."
R0387,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,FDR-066,7979.96,624.86,8604.82,0.2048,172407,26,15,6,21.605,15,12,6.0,1607.2,75.4,OSRM,True,"Route R0387 (JANIPUR COLONY ↔ BARI BRAHMANA) retained as Feeder FDR-066. Distinct catchment of 172,407 residents across 21.6 km (overlap 20.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 6 minibuses targets 15-min headway (from 26 min currently). Residential score 7980.0/km | Commercial score 624.9/km."
R0390,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,FDR-119,6736.49,491.02,7227.51,0.1847,185213,25,15,7,27.494,15,13,6.5,2138.8,96.9,OSRM,True,"Route R0390 (JANIPUR COLONY ↔ BARI BRAHMANA) retained as Feeder FDR-119. Distinct catchment of 185,213 residents across 27.5 km (overlap 18.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 7 minibuses targets 15-min headway (from 25 min currently). Residential score 6736.5/km | Commercial score 491.0/km."
R0391,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,FDR-123,6684.34,414.15,7098.49,0.1811,197716,26,15,7,29.579,13,14,7.0,2202.9,100.5,OSRM,True,"Route R0391 (JANIPUR COLONY ↔ BARI BRAHMANA) retained as Feeder FDR-123. Distinct catchment of 197,716 residents across 29.6 km (overlap 18.1%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 7 minibuses targets 15-min headway (from 26 min currently). Residential score 6684.3/km | Commercial score 414.1/km."
R0392,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,FDR-060,8065.24,631.79,8697.03,0.213,172338,24,15,5,21.368,15,10,5.0,1544.4,70.7,OSRM,True,"Route R0392 (JANIPUR COLONY ↔ BARI BRAHMANA) retained as Feeder FDR-060. Distinct catchment of 172,338 residents across 21.4 km (overlap 21.3%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 24 min currently). Residential score 8065.2/km | Commercial score 631.8/km."
R0395,JANIPUR COLONY ↔ BARI BRAHMANA NO FOUR,RETAINED_AS_FEEDER,FDR-061,8065.24,631.79,8697.03,0.213,172338,24,15,5,21.368,15,10,5.0,1544.4,70.7,OSRM,True,"Route R0395 (JANIPUR COLONY ↔ BARI BRAHMANA NO FOUR) retained as Feeder FDR-061. Distinct catchment of 172,338 residents across 21.4 km (overlap 21.3%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 24 min currently). Residential score 8065.2/km | Commercial score 631.8/km."
R0396,JANIPUR COLONY ↔ BAHU FORT MAHA MAYA,RETAINED_AS_FEEDER,FDR-076,7631.91,730.12,8362.03,0.2173,70557,17,15,3,9.245,9,5,2.5,709.9,33.0,OSRM,True,"Route R0396 (JANIPUR COLONY ↔ BAHU FORT MAHA MAYA) retained as Feeder FDR-076. Distinct catchment of 70,557 residents across 9.2 km (overlap 21.7%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 17 min currently). Residential score 7631.9/km | Commercial score 730.1/km."
R0397,JANIPUR COLONY ↔ SIMBLE CAMP,RETAINED_AS_FEEDER,FDR-301,2707.14,89.18,2796.32,0.019,60713,21,15,5,22.427,2,6,3.0,1433.9,61.9,OSRM,True,"Route R0397 (JANIPUR COLONY ↔ SIMBLE CAMP) retained as Feeder FDR-301. Distinct catchment of 60,713 residents across 22.4 km (overlap 1.9%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 21 min currently). Residential score 2707.1/km | Commercial score 89.2/km."
R0398,JANIPUR COLONY ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-160,5786.34,480.27,6266.61,0.1654,138554,17,15,5,23.945,13,10,5.0,1458.6,67.4,OSRM,True,"Route R0398 (JANIPUR COLONY ↔ BISHNAH) retained as Feeder FDR-160. Distinct catchment of 138,554 residents across 23.9 km (overlap 16.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 17 min currently). Residential score 5786.3/km | Commercial score 480.3/km."
R0399,JANIPUR COLONY ↔ SMAILPUR,RETAINED_AS_FEEDER,FDR-081,7736.28,586.24,8322.52,0.1993,178151,17,15,5,23.028,15,8,4.0,1446.6,64.7,OSRM,True,"Route R0399 (JANIPUR COLONY ↔ SMAILPUR) retained as Feeder FDR-081. Distinct catchment of 178,151 residents across 23.0 km (overlap 19.9%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 17 min currently). Residential score 7736.3/km | Commercial score 586.2/km."
R0409,JANIPUR COLONY ↔ BAHU FORT,RETAINED_AS_FEEDER,FDR-077,7631.91,730.12,8362.03,0.2173,70557,17,15,3,9.245,9,5,2.5,709.9,33.0,OSRM,True,"Route R0409 (JANIPUR COLONY ↔ BAHU FORT) retained as Feeder FDR-077. Distinct catchment of 70,557 residents across 9.2 km (overlap 21.7%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 17 min currently). Residential score 7631.9/km | Commercial score 730.1/km."
R0411,JANIPUR COLONY ↔ CHANNI HIMMAT,RETAINED_AS_FEEDER,FDR-072,7737.92,660.48,8398.4,0.1839,102512,21,15,3,13.248,11,8,4.0,813.4,40.4,OSRM,True,"Route R0411 (JANIPUR COLONY ↔ CHANNI HIMMAT) retained as Feeder FDR-072. Distinct catchment of 102,512 residents across 13.2 km (overlap 18.4%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 21 min currently). Residential score 7737.9/km | Commercial score 660.5/km."
R0412,JANIPUR GRID STATION ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-236,4625.14,344.58,4969.72,0.1568,110735,23,15,7,23.942,9,14,7.0,1981.1,92.0,OSRM,True,"Route R0412 (JANIPUR GRID STATION ↔ BISHNAH) retained as Feeder FDR-236. Distinct catchment of 110,735 residents across 23.9 km (overlap 15.7%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 7 minibuses targets 15-min headway (from 23 min currently). Residential score 4625.1/km | Commercial score 344.6/km."
R0413,JANIPUR GRID STATION ↔ MAKWAL,RETAINED_AS_FEEDER,FDR-333,1580.87,122.79,1703.66,0.0622,67590,21,15,9,42.755,6,8,4.0,3029.5,125.3,OSRM,True,"Route R0413 (JANIPUR GRID STATION ↔ MAKWAL) retained as Feeder FDR-333. Distinct catchment of 67,590 residents across 42.8 km (overlap 6.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 9 minibuses targets 15-min headway (from 21 min currently). Residential score 1580.9/km | Commercial score 122.8/km."
R0414,JANIPUR GRID STATION ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-226,4935.97,383.76,5319.73,0.1687,135053,21,15,6,27.361,12,9,4.5,1922.1,84.0,OSRM,True,"Route R0414 (JANIPUR GRID STATION ↔ BISHNAH) retained as Feeder FDR-226. Distinct catchment of 135,053 residents across 27.4 km (overlap 16.9%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 6 minibuses targets 15-min headway (from 21 min currently). Residential score 4936.0/km | Commercial score 383.8/km."
R0415,JANIPUR HIGH COURT ↔ GANGYAL,RETAINED_AS_FEEDER,FDR-092,7602.92,313.09,7916.01,0.1215,84993,25,15,4,11.179,5,8,4.0,1034.6,48.9,OSRM,True,"Route R0415 (JANIPUR HIGH COURT ↔ GANGYAL) retained as Feeder FDR-092. Distinct catchment of 84,993 residents across 11.2 km (overlap 12.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 25 min currently). Residential score 7602.9/km | Commercial score 313.1/km."
R0416,JANIPUR HOUSING COLONY ↔ BARI BRAHAMANA 4 NO FACTORY,RETAINED_AS_FEEDER,FDR-059,8060.83,645.62,8706.45,0.2154,168552,23,15,5,20.91,15,8,4.0,1485.3,66.1,OSRM,True,"Route R0416 (JANIPUR HOUSING COLONY ↔ BARI BRAHAMANA 4 NO FACTORY) retained as Feeder FDR-059. Distinct catchment of 168,552 residents across 20.9 km (overlap 21.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 23 min currently). Residential score 8060.8/km | Commercial score 645.6/km."
R0418,JANIPUR HOUSING COLONY ↔ TRIKUTA NAGAR,RETAINED_AS_FEEDER,FDR-035,8304.07,1188.15,9492.22,0.2448,89111,22,15,3,10.731,15,12,6.0,762.8,43.0,OSRM,True,"Route R0418 (JANIPUR HOUSING COLONY ↔ TRIKUTA NAGAR) retained as Feeder FDR-035. Distinct catchment of 89,111 residents across 10.7 km (overlap 24.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 22 min currently). Residential score 8304.1/km | Commercial score 1188.2/km."
R0420,JANIPUR HOUSING COLONY ↔ BARI BRAH  SMAILPUR,RETAINED_AS_FEEDER,FDR-130,6493.73,394.92,6888.65,0.1684,201429,19,15,7,31.019,13,12,6.0,2108.8,94.6,OSRM,True,"Route R0420 (JANIPUR HOUSING COLONY ↔ BARI BRAH  SMAILPUR) retained as Feeder FDR-130. Distinct catchment of 201,429 residents across 31.0 km (overlap 16.8%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 7 minibuses targets 15-min headway (from 19 min currently). Residential score 6493.7/km | Commercial score 394.9/km."
R0424,JANIPUR HOUSING COLONY ↔ BARI BRAH  SMAILPUR,RETAINED_AS_FEEDER,FDR-128,6537.91,397.96,6935.87,0.1738,201250,18,15,6,30.782,13,10,5.0,2046.0,89.9,OSRM,True,"Route R0424 (JANIPUR HOUSING COLONY ↔ BARI BRAH  SMAILPUR) retained as Feeder FDR-128. Distinct catchment of 201,250 residents across 30.8 km (overlap 17.4%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 6 minibuses targets 15-min headway (from 18 min currently). Residential score 6537.9/km | Commercial score 398.0/km."
R0427,JANIPUR LAKKAR MANDI ↔ CHATHA,RETAINED_AS_FEEDER,FDR-142,6181.92,398.35,6580.27,0.2039,112511,20,15,4,18.2,8,8,4.0,1299.4,59.0,OSRM,True,"Route R0427 (JANIPUR LAKKAR MANDI ↔ CHATHA) retained as Feeder FDR-142. Distinct catchment of 112,511 residents across 18.2 km (overlap 20.4%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 20 min currently). Residential score 6181.9/km | Commercial score 398.4/km."
R0428,JANIPUR TO ↔ MAKWAL,RETAINED_AS_FEEDER,FDR-334,1580.87,122.79,1703.66,0.0622,67590,21,15,9,42.755,6,8,4.0,3029.5,125.3,OSRM,True,"Route R0428 (JANIPUR TO ↔ MAKWAL) retained as Feeder FDR-334. Distinct catchment of 67,590 residents across 42.8 km (overlap 6.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 9 minibuses targets 15-min headway (from 21 min currently). Residential score 1580.9/km | Commercial score 122.8/km."
R0429,J D A COMPLEX NEW PLOT ↔ SUJWAN,RETAINED_AS_FEEDER,FDR-187,5365.95,393.21,5759.16,0.0725,225166,19,15,8,41.962,18,10,5.0,2562.0,109.7,OSRM,True,"Route R0429 (J D A COMPLEX NEW PLOT ↔ SUJWAN) retained as Feeder FDR-187. Distinct catchment of 225,166 residents across 42.0 km (overlap 7.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 8 minibuses targets 15-min headway (from 19 min currently). Residential score 5365.9/km | Commercial score 393.2/km."
R0431,JDA COMPLEX NEW PLOT ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-217,5154.16,269.85,5424.01,0.0621,133699,27,15,8,25.94,7,16,8.0,2281.8,105.9,OSRM,True,"Route R0431 (JDA COMPLEX NEW PLOT ↔ BISHNAH) retained as Feeder FDR-217. Distinct catchment of 133,699 residents across 25.9 km (overlap 6.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 8 minibuses targets 15-min headway (from 27 min currently). Residential score 5154.2/km | Commercial score 269.9/km."
R0437,KERAN ↔ NARI KHAPPAR,RETAINED_AS_FEEDER,FDR-304,2568.81,119.28,2688.09,0.0433,86145,21,15,7,33.535,4,12,6.0,2321.8,102.8,OSRM,True,"Route R0437 (KERAN ↔ NARI KHAPPAR) retained as Feeder FDR-304. Distinct catchment of 86,145 residents across 33.5 km (overlap 4.3%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 7 minibuses targets 15-min headway (from 21 min currently). Residential score 2568.8/km | Commercial score 119.3/km."
R0440,KHANDWAL CHATHA PIND ↔ SATWARI,RETAINED_AS_FEEDER,FDR-314,2297.26,0.0,2297.26,0.0422,10379,21,15,2,4.518,0,1,0.5,513.6,20.8,OSRM,True,"Route R0440 (KHANDWAL CHATHA PIND ↔ SATWARI) retained as Feeder FDR-314. Distinct catchment of 10,379 residents across 4.5 km (overlap 4.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 2 minibuses targets 15-min headway (from 21 min currently). Residential score 2297.3/km | Commercial score 0.0/km."
R0441,KOTLI HARI SINGH ↔ AKHNOOR,RETAINED_AS_FEEDER,FDR-323,1833.76,140.27,1974.03,0.0283,104581,20,15,11,57.031,8,14,7.0,3748.1,159.8,OSRM,True,"Route R0441 (KOTLI HARI SINGH ↔ AKHNOOR) retained as Feeder FDR-323. Distinct catchment of 104,581 residents across 57.0 km (overlap 2.8%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 11 minibuses targets 15-min headway (from 20 min currently). Residential score 1833.8/km | Commercial score 140.3/km."
R0442,KUJWANI ↔ PHINDER,UPGRADED_TO_TRUNK,TRK-003,3061.65,0.0,3061.65,0.0258,44896,36,5,15,14.664,0,13,6.5,1445.7,70.4,OSRM,True,"Route R0442 (KUJWANI ↔ PHINDER) upgraded to Trunk TRK-003. Highest Gravity Score in cluster: residential 3061.7/km + commercial 0.0/km. Serves ~44,896 residents across 14.7 km. OSRM cycle time includes 13 sharp turns adding 6 min penalty. Fleet of 15 minibuses reduces wait from 36 to 5 min."
R0445,KUNJWANI ↔ KOTLI MIAN FATHEY,UPGRADED_TO_TRUNK,TRK-004,3871.68,0.0,3871.68,0.0341,34307,20,5,8,8.861,0,6,3.0,864.0,40.0,OSRM,True,"Route R0445 (KUNJWANI ↔ KOTLI MIAN FATHEY) upgraded to Trunk TRK-004. Highest Gravity Score in cluster: residential 3871.7/km + commercial 0.0/km. Serves ~34,307 residents across 8.9 km. OSRM cycle time includes 6 sharp turns adding 3 min penalty. Fleet of 8 minibuses reduces wait from 20 to 5 min."
R0455,KUNJWANI ↔ BISHNAH,MERGED_INTO_TRUNK,TRK-003,2288.56,0.0,2288.56,0.0257,45183,31,5,19,19.743,0,15,7.5,1958.1,92.3,OSRM,True,"Route R0455 (KUNJWANI ↔ BISHNAH) merged into Trunk TRK-003. Spatial overlap 2.6%; low independent demand (45,183 residents). Transfer penalty check confirmed merging improves or matches direct service (wait: 31 → 5 min via Trunk). Redundant operations eliminated."
R0456,KUNJWANI ↔ BISHNAH,MERGED_INTO_TRUNK,TRK-003,2288.56,0.0,2288.56,0.0257,45183,31,5,19,19.743,0,15,7.5,1958.1,92.3,OSRM,True,"Route R0456 (KUNJWANI ↔ BISHNAH) merged into Trunk TRK-003. Spatial overlap 2.6%; low independent demand (45,183 residents). Transfer penalty check confirmed merging improves or matches direct service (wait: 31 → 5 min via Trunk). Redundant operations eliminated."
R0457,KUNJWANI ↔ KOTLI MIAN FATHE,MERGED_INTO_TRUNK,TRK-004,3871.68,0.0,3871.68,0.0341,34307,20,5,8,8.861,0,6,3.0,864.0,40.0,OSRM,True,"Route R0457 (KUNJWANI ↔ KOTLI MIAN FATHE) merged into Trunk TRK-004. Spatial overlap 3.4%; low independent demand (34,307 residents). Transfer penalty check confirmed merging improves or matches direct service (wait: 20 → 5 min via Trunk). Redundant operations eliminated."
R0459,KUNJWANI ↔ NARWAL,RETAINED_AS_FEEDER,FDR-093,7510.22,385.8,7896.02,0.056,77866,18,15,3,10.368,4,9,4.5,618.7,34.1,OSRM,True,"Route R0459 (KUNJWANI ↔ NARWAL) retained as Feeder FDR-093. Distinct catchment of 77,866 residents across 10.4 km (overlap 5.6%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 18 min currently). Residential score 7510.2/km | Commercial score 385.8/km."
R0461,KUNJWANI ↔ KOTLI MIAN FATEH,MERGED_INTO_TRUNK,TRK-004,3871.68,0.0,3871.68,0.0341,34307,20,5,8,8.861,0,6,3.0,864.0,40.0,OSRM,True,"Route R0461 (KUNJWANI ↔ KOTLI MIAN FATEH) merged into Trunk TRK-004. Spatial overlap 3.4%; low independent demand (34,307 residents). Transfer penalty check confirmed merging improves or matches direct service (wait: 20 → 5 min via Trunk). Redundant operations eliminated."
R0466,MAHESHPURA ↔ MAKWAL CAMP,RETAINED_AS_FEEDER,FDR-339,1469.21,58.22,1527.43,0.0659,82014,19,15,11,55.822,4,9,4.5,3682.8,151.5,OSRM,True,"Route R0466 (MAHESHPURA ↔ MAKWAL CAMP) retained as Feeder FDR-339. Distinct catchment of 82,014 residents across 55.8 km (overlap 6.6%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 11 minibuses targets 15-min headway (from 19 min currently). Residential score 1469.2/km | Commercial score 58.2/km."
R0471,MAHESHPURA ↔ GHOU MANHASAN,RETAINED_AS_FEEDER,FDR-183,5755.17,75.45,5830.62,0.0754,76279,24,15,4,13.254,1,4,2.0,1132.7,48.0,OSRM,True,"Route R0471 (MAHESHPURA ↔ GHOU MANHASAN) retained as Feeder FDR-183. Distinct catchment of 76,279 residents across 13.3 km (overlap 7.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 24 min currently). Residential score 5755.2/km | Commercial score 75.5/km."
R0472,MAHESHPURA ↔ HIRA CHAK,RETAINED_AS_FEEDER,FDR-207,5488.03,96.17,5584.2,0.1059,114129,16,15,4,20.796,2,3,1.5,1086.1,45.1,OSRM,True,"Route R0472 (MAHESHPURA ↔ HIRA CHAK) retained as Feeder FDR-207. Distinct catchment of 114,129 residents across 20.8 km (overlap 10.6%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 16 min currently). Residential score 5488.0/km | Commercial score 96.2/km."
R0473,MAHESHPURA ↔ RATHUA GHOU,RETAINED_AS_FEEDER,FDR-252,4511.2,77.4,4588.6,0.0851,116565,13,15,4,25.839,2,2,1.0,1259.3,50.6,OSRM,True,"Route R0473 (MAHESHPURA ↔ RATHUA GHOU) retained as Feeder FDR-252. Distinct catchment of 116,565 residents across 25.8 km (overlap 8.5%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 13 min currently). Residential score 4511.2/km | Commercial score 77.4/km."
R0475,MAHESHPURA ↔ GAJANSOO MARH,RETAINED_AS_FEEDER,FDR-011,10629.17,258.6,10887.77,0.1256,41103,13,15,1,3.867,1,2,1.0,269.9,12.6,OSRM,True,"Route R0475 (MAHESHPURA ↔ GAJANSOO MARH) retained as Feeder FDR-011. Distinct catchment of 41,103 residents across 3.9 km (overlap 12.6%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 1 minibuses targets 15-min headway (from 13 min currently). Residential score 10629.2/km | Commercial score 258.6/km."
R0477,MAHESHPURA ↔ MARH,RETAINED_AS_FEEDER,FDR-235,5012.19,0.0,5012.19,0.0627,73198,25,15,4,14.604,0,6,3.0,1090.4,48.7,OSRM,True,"Route R0477 (MAHESHPURA ↔ MARH) retained as Feeder FDR-235. Distinct catchment of 73,198 residents across 14.6 km (overlap 6.3%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 25 min currently). Residential score 5012.2/km | Commercial score 0.0/km."
R0478,MAHESHPURA ↔ BAGGA JANA,RETAINED_AS_FEEDER,FDR-199,5358.15,310.4,5668.55,0.1166,112205,21,15,5,20.941,8,4,2.0,1500.8,62.1,OSRM,True,"Route R0478 (MAHESHPURA ↔ BAGGA JANA) retained as Feeder FDR-199. Distinct catchment of 112,205 residents across 20.9 km (overlap 11.7%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 5 minibuses targets 15-min headway (from 21 min currently). Residential score 5358.1/km | Commercial score 310.4/km."
R0480,MAHESHPURA ↔ JHIRI KALYANPUR,RETAINED_AS_FEEDER,FDR-185,5671.56,94.46,5766.02,0.1075,120084,20,15,4,21.173,2,7,3.5,1336.6,59.3,OSRM,True,"Route R0480 (MAHESHPURA ↔ JHIRI KALYANPUR) retained as Feeder FDR-185. Distinct catchment of 120,084 residents across 21.2 km (overlap 10.8%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 20 min currently). Residential score 5671.6/km | Commercial score 94.5/km."
R0481,MAHESHPURA ↔ MARJALI,RETAINED_AS_FEEDER,FDR-190,5636.3,93.98,5730.28,0.1007,119946,17,15,4,21.281,2,1,0.5,1256.3,49.3,OSRM,True,"Route R0481 (MAHESHPURA ↔ MARJALI) retained as Feeder FDR-190. Distinct catchment of 119,946 residents across 21.3 km (overlap 10.1%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 17 min currently). Residential score 5636.3/km | Commercial score 94.0/km."
R0482,MAHESHPURA ↔ HIRA CHAK GAIDLA,RETAINED_AS_FEEDER,FDR-208,5488.03,96.17,5584.2,0.1059,114129,16,15,4,20.796,2,3,1.5,1086.1,45.1,OSRM,True,"Route R0482 (MAHESHPURA ↔ HIRA CHAK GAIDLA) retained as Feeder FDR-208. Distinct catchment of 114,129 residents across 20.8 km (overlap 10.6%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 16 min currently). Residential score 5488.0/km | Commercial score 96.2/km."
R0488,MAHESHPURA ↔ SUNJWAN,RETAINED_AS_FEEDER,FDR-135,6502.93,251.79,6754.72,0.0958,71025,20,15,3,10.922,5,2,1.0,940.1,38.3,OSRM,True,"Route R0488 (MAHESHPURA ↔ SUNJWAN) retained as Feeder FDR-135. Distinct catchment of 71,025 residents across 10.9 km (overlap 9.6%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 3 minibuses targets 15-min headway (from 20 min currently). Residential score 6502.9/km | Commercial score 251.8/km."
R0489,MAHESHPURA ↔ GHO MANHASAN,RETAINED_AS_FEEDER,FDR-285,3578.28,43.37,3621.65,0.0525,82508,25,15,7,23.058,1,8,4.0,2291.9,97.1,OSRM,True,"Route R0489 (MAHESHPURA ↔ GHO MANHASAN) retained as Feeder FDR-285. Distinct catchment of 82,508 residents across 23.1 km (overlap 5.2%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 7 minibuses targets 15-min headway (from 25 min currently). Residential score 3578.3/km | Commercial score 43.4/km."
R0491,MAHESHPURA ↔ JHIRI KANA CHAK,RETAINED_AS_FEEDER,FDR-189,5636.88,93.71,5730.59,0.1032,120308,17,15,4,21.343,2,2,1.0,1264.2,50.8,OSRM,True,"Route R0491 (MAHESHPURA ↔ JHIRI KANA CHAK) retained as Feeder FDR-189. Distinct catchment of 120,308 residents across 21.3 km (overlap 10.3%). Transfer penalty analysis shows forcing a transfer would worsen passenger experience vs. current direct service. Fleet of 4 minibuses targets 15-min headway (from 17 min currently). Residential score 5636.9/km | Commercial score 93.7/km."
